id,A actualiser,Date d'actualisation,Nom,Adresse,Public(s) bénéficiaire(s),Description,Email,Téléphone,Site web,Catégorie 1,Catégorie 2,Catégorie 3,Catégorie 4,Catégorie 5,Catégorie 6,Catégorie 7
"6789 (Croix rouge soins) et 6790
- 1702 - 8079 - 1715",oui ,1/21/2021,La Croix Rouge française - Unité Locale de Rennes,"4, Rue du Bois Perrin, 35000 Rennes","• les personnes sans droit,
sans statut et sans ressources
• les personnes majeures avec ou sans enfant et sans logement
Inscription sur dossier ou sur orientation d'un travailleur social","
La Croix Rouge est une association d'aide humanitaire. L'unité locale de Rennes propose les services suivants :

. Permanence médecin :  Mardi et jeudi de 10h-11h30 (+ Maraudes médicales).
. Vesti'Boutique : Mardi, Mercredi, Jeudi, 9h30-12h30 et 14h30-17h, Vendredi : 9h30-12h30. (Participation financière mais gratuité sur prescription sociale)
. Election de domicile (Pour les personnes sans droit au séjour, sur rdv) : Lundi, Mardi, 13h30-15h30, Mecredi : 9h30-11h30 et Jeudi : 9h30-11h30 et 13h30-15h30.
. Distribution de courrier : Mardi, Vendredi : 9h30-11h30

Transports  : Bus C1. Arrêt Sauvaie. ",ul.rennes@croix-rouge.fr,"Soins : 02.99.67.75.73
Numéro : 02 99 67 75 77",https://www.facebook.com/Croix-Rouge-fran%C3%A7aise-%C3%A0-Rennes-588132871571717/,Se soigner,S'occuper de soi,S'orienter,Se réinsérer,"Vêtements, matériel",,
"6789 (Croix rouge soins) et 6790
- 1702 - 8079 - 1715",oui ,1/21/2021,La Croix Rouge française - Unité Locale de Rennes,"4, Rue de la Sauvaie, 3500 Rennes","• les personnes sans droit,
sans statut et sans ressources
• les personnes majeures avec ou sans enfant et sans logement
Inscription sur dossier ou sur orientation d'un travailleur social","
La Croix Rouge est une association d'aide humanitaire. L'unité locale de Rennes propose les services suivants :

.Panier repas (Inscription et prescription sociale obligatoire, participation financière demandée): Mardi, mercredi, Jeudi matin pour les bénéficiaires enregistrés uniquement. Les orientations se font auprès des travailleurs sociaux (alimentaire.crfrennes@gmail.com).  Actuellement ce service n'est plus accesible aux nouveaux arrivants.

Transports  : Bus C1. Arrêt Sauvaie. ",ul.rennes@croix-rouge.fr,Numéro : 02 99 67 75 77 ou 02 99 67 75 70,https://www.facebook.com/Croix-Rouge-fran%C3%A7aise-%C3%A0-Rennes-588132871571717/,Se nourrir,,,,,,
1706,Oui ,1/18/2021,COALLIA - service de premier accueil des demandeurs d'asile (SPA),"33b, rue Auguste Pavie  35000 Rennes",Demandeurs d'asile ayant déposé leurs empreintes digitales en France,"Coallia accompagne les demandeurs d'asile dans les démarches administratives d'hébergement et d'accompagnement social.

Si vous avez déposé vos empreintes digitales dans un autre pays de l'union Européenne, il y a moins d'un an, vous pouvez contacter le MRAP au 02.99.32.04.41.

Horaires Service de Premier Accueil de Coallia : Le service accueille sur rendez-vous, à prendre au 02.99.51.86.28 ou au 06.15.15.44.56. Les entretiens peuvent se faire physiquement ou à distance.

Transports : Bus 11, arrêt Auguste Pavie ",contact@coallia.org,Prise de Rendez-vous : 02 99 51 86 28 ou  06 15 15 44 56. ,https://coallia.org/,S'orienter,Se loger,,,,,
,,1/18/2021,D'Ici ou D'Ailleurs ,"1 Place de Montenegro, 35200 Rennes",Personnes exilées,"DIDA offre des ateliers de français et des activités culturelles, artistiques ou sportives aux personnes exilées.

Horaires des permanences (Pensez à appeler avant):
- Permanence administrative : Lundi,15h-17h.
- Inscriptions Français : Mardi, 14h-15h30.
- Tea Time : Mardi, 15h30-17h00.
- Promenade : Mercredi, 16h30-17h30.
- Maths : Mercredi, 16h-17h30.
- Accueil de jour/sérigraphie : Jeudi, 14h30-16h.
- Tea Time : Jeudi, 16h-17h.
- Glanage : Samedi, 12h30 - 14h.
- Soutien scolaire : Samedi, 14h30-16h.
- Français pour les femmes : Dimanche, 15h-16h30.

Transports : Métro Blosne.",dicioudailleurs.rennes@gmail.com,06 18 89 82 05,https://www.facebook.com/DIDA.Rennes/,S'orienter,S'occuper de soi,,,,,
,,1/18/2021,Mouvement de lutte contre le Racisme et pour l'Amitié entre les Peuples (MRAP),"1, square des Hautes Ourmes 35000 Rennes","Demandeurs d'asile
et personnes exilées.","Association de prévention et de lutte contre le racisme, la xénophobie et les discriminations raciales. Le MRAP offre des informations relatives aux droits des étrangers (entrée, séjour, mariage, naturalisation...), des conseils juridiques et administratifs aux étrangers et un accompagnement pour tout problème de racisme.

Horaires des permanences (Sur RDV uniquement) : Lundi 10h - 12h, Mardi et Jeudi : 14h - 17h30.

Transports : Métro : Poterie.",mrap.ille.et.vilaine@gmail.com,"Vous pouvez envoyer un message PAR SMS en écrivant rendez-vous MRAP + votre nom et prénom à :
Armelle 06 17 09 58 46
ou Sylvie  06 81 34 13 98",https://www.facebook.com/ille.et.vilaine.mrap/,S'orienter,,,,,,
6786,oui ,1/18/2021,"Accueil de jour - Association pour les FAmilles
en Difficulté (ASFAD)","146d, rue de Lorient, 35000 Rennes",Femmes victimes de violences. ,"Pour les femmes victimes de violences: écoute, soutien et accompagnement social. L'association propose plusieurs services :

Un accueil de jour ouvert Lundi, Mardi, Mercredi, Jeudi de 9h-17h avec ou sans enfant, ayant été ou étant confrontées à un contexte de violences conjuguales et/ou intrafamiliales. Des douches y sont accessibles ainsi que des machines à laver.

Autres actions de l'ASFAD :
- Un groupe de parole qui se réunit une fois par mois.
- Un Outil de prévention : jeu « Est-ce aimer ? »
- Un dispositif d’hébergement A.L.T (Accompagnement Logement Temporaire): 5 appartements dédiés à des femmes confrontées aux violences conjugales et/ou intrafamiliales, avec ou sans enfant, pour un hébergement temporaire, sous conditions, en attendant un relogement.

Transports : Bus 11 arrêt Roazhon Park.

.
							",siege@asfad.fr,"Pour tous renseignements
 et prise de rendez-vous contacter
 le 02 99 54 44 88
(de 9h à 17h, du lundi au vendredi)",https://www.asfad.fr/prevention-des-violences-conjugales-et-intrafamiliales/service-prevention-violence/,S'orienter,Se réinsérer,Se loger,,,,
8054,,1/19/2021,4bis,"4 bis Cours des Alliés, 35000 Rennes",Jeunes.,"Le 4Bis est un lieu d'information, ouvert à tous les jeunes, gratuit et anonyme. Suite aux nouvelles mesures prises par le gouvernement concernant la crise sanitaire liée au COVID 19, le 4bis est fermé au public.

Pour toutes demandes d’infos (métiers, orientation, recherche de jobs, de stage…) vous pouvez les joindre au 02 99 31 47 48 du mardi au vendredi de 14h00 à 18h00 ou aux numéros dédiés à chacune de permanences spécialisées :
- Permanence Santé (lieu d'écoute, de dialogue et d'information gratuit, anonyme et confidentiel): 02 99 31 87 35 – sas@le4bis-ij.com.
- Permanence Logement Jeunes (accueil personnalisé, gratuit et anonyme, présentation et analyse des solutions de logement adaptées. Information sur vos droits et les aides) : 02 99 31 70 61 – logement@le4bis-ij.com.
- Permanence Accès aux droits: 02 99 31 85 00 (sauf le mercredi) padj@le4bis-ij.com.
- Permanence Initiatives & Action Culturelle: 02 99 31 70 60 – citoyennete@le4bis-ij.com.",contact@le4bis-ij.com,Voir description,https://www.le4bis-ij.com,S'orienter,Se loger,Se soigner,Se réinsérer,,,
1711,,1/19/2021,"Délit de Solidarité
 ","Maison de Quartier de la Binquenais -
2 place Birhakeim 35000 Rennes",Demandeurs d'asile et personnes exilées.,"Aide et assistance juridique gratuites pour les personnes étrangères et demandeuses d'asile.

Permanence sans rendez-vous lundi 18h-20h sauf vacances scolaires.
",comitequartierlabinquenais@wanadoo.fr, 02.99.50.57.41 ,"Site internet de l'asso : http://sp35.org/


Pour en savoir plus sur le parcours d'un migrant demandeur d'asile :
https://www.nouvelobs.com/societe/20150610.OBS0530/tout-comprendre-au-parcours-du-combattant-d-un-migrant-demandeur-d-asile.html",S'orienter,Se réinsérer,,,,,
6787,,8/19/2021,Union des Associations Interculturelles de de Rennes  (UAIR),"62, rue de Dinan 35000 Rennes",Public étranger ou issu de l'immigration.,"Accès aux Droits, aide à l'insertion professionnelle, apprentissage de la langue française.

Horaires : lundi et vendredi : 9h-12h et 14h-17h, Jeudi : 9h-12h, sur rendez-vous uniquement.

Autres permanences (sans rendez-vous) :
Mardi : 9h-12h et 14h-17h, permanence de Meriem Mettouchi : Permanence interprétariat Français/Arabe (sans rendez-vous).
Jeudi : 14-17h, permanence de Samira Gharrafi, sans rendez-vous, à l’espace social et culturel Aimé Césaire (15, rue Louis et René Moine).
Samedi : 9h-11h, permanence interprétariat de Mohammed Jabbar.

Transports : Bus 12, arrêt square de la Rance / C5, arrêt Hôtel Dieu


",m.jabbar@uair.org,02 99 33 01 03,NA,S'orienter,,,,,,
,,1/20/2020,Utopia 56,"Place saint Anne, 35000 Rennes","Public étranger ou issu de l'immigration
Plus spécifiquement, les mineurs isolés.","Utopia56 est une organisation humanitaire qui vient en aide aux personnes migrantes. Elle accompagne en particulier les mineurs isolés dans leurs démarches administratives, juridiques et propose un accompagnement social.

Organisation de Maraudes les mardi, jeudi, dimanche selon 2 circuits à l'intérieur de Rennes et en extérieur auprès de personnes plus isolées (voir le planning des maraudes rennaises). Distribution alimentaire, couvertures, vêtements, etc.

Transports : Adresse non communiquée au public. ","utopia56.rennes@gmail.com

Contact également possible par Facebook : Utopia56","Numéro d'urgence :
06.24.86.97.21",http://www.utopia56.com/fr/utopia-56-rennes,S'orienter,Se loger,,,,,
,,1/20/2020,Centre social Ty Blosne,"1 allée Romain Rolland, 35000 Rennes",Tous publics.,"Equipements de proximité à la disposition des habitants : accueil, information sociale, aide à la fonction parentale et à la vie quotidienne. Il favorise le lien social et la solidarité entre les habitants à travers des animations spécifiques, et le soutien aux initiatives des habitants et associations visant à une vie de quartier plus conviviale. Partenaire de la carte Sortir. Groupe Parlons Français : compréhension et expression. Atelier sensibilisation au monde professionnel en France. Accompagnement scolaire collectif du CP au CM2. Halte-garderie ouverte pour les enfants de 3 mois à 3 ans, espaces parents et enfants autour du jeu et d’activités d’éveil. Accueil de loisirs pour les 3 ans à 11 ans, mercredi et pendant les vacances scolaires.

Lundi, Mercredi, Jeudi : 9h-12h15 et 13h45-18h. Mardi : 13h45-18h, Vendredi : 13h45-17h30 (Sur rendez-vous).
Accueil téléphonique : fermé le mardi matin.

Transports : Métro : Blosne.",NA,02 99 50 90 47,https://www.facebook.com/Centre-Social-Ty-Blosne-1678446155767486/,S'orienter,,,,,,
,oui ,1/20/2021, Pôle Précarité Insertion / CAO -Antenne SIAO / Skoazell,"5, Rue de la Barbotière 35000 Rennes","Pôle précarité insertion: les personnes françaises, les personnes disposant d’un titre de séjour (de plus d’un an,  les personnes européennes bénéficiant des droits d’accès à un logement, les personnes bénéficiant d’une protection internationale.

CAO : Français et personnes originaires de l'Union Européenne, réfugiés.

Skoazell: Les personnes sans droit,
ni titre de séjour, disposant d’une élection de domicile, les personnes avec enfants mineurs ou sans enfants, les familles hébergées depuis moins de deux mois.

","- Pôle précarité insertion : service élection de domicile, hébergement d'urgence, informations, accompagnement démarches administratives.

Horaires du Pôle Précarité Insertion:  Lundi, mardi, mercredi, jeudi, vendredi : 9h - 12h30  et 14h - 17h
Horaires du service élection de domicile: accueil physique sur rendez-vous à prendre au 06.26. 94.20.59 (tous les jours sauf le mardi 10h-10h30)

- CAO-Antenne SIAO :
Les professionnels de la CAO appellent les personnes pour des entretiens téléphoniques: évaluations situationnelles, information, accompagnement, demandes d’instruction type CHRS, RSP…

Horaires CAO: pas d'accueil physique. Permanence téléphonique du lundi au vendredi de 10h à 12h30, sauf le mardi (pas de possibilité de laisser un message).

- Skoazell
Skoazell est un dispositif d’accueil, d’orientation et d’instruction de demandes d’aides financières pour les personnes sans droits ni titres.

Horaires Skoazell : pas d'accueil physique. Permanences téléphoniques : Lundi, mercredi, jeudi, vendredi: 10h-12h30. Les personnels appellent les personnes pour des entretiens téléphoniques (nouvelles inscriptions et demandes de renouvellement).

Transports : Bus C4, arrêt Paul Bert
",NA,"Pôle précarité insertion : 02 99 27 50 60
CAO : 06.46.42.90.21
Skoazell : 07.77.73.13.15",NA,Se loger,S'orienter,,,,,
8081,,1/14/2021,Centre social Carrefour 18," 7, rue d'Espagne 35000 Rennes",Ouvert à tous. ,"Equipement de proximité à la disposition des habitants : accueil, information sociale, aide à la fonction parentale et à la vie quotidienne.

- Cours de Français.
- Permanence juridique gratuite assurée par des avocats du Tribunal de grande instance pour les personnes d'origine étrangère.
- Permanence MRAP (mouvement contre le racisme) sur rdv au 02 99 51 32 25.
- Psys du Cœur: Ecoute physique les lundis et jeudis de 13h45 à 17h sans rendez-vous.
- Cours d'informatique gratuits.
- Centre d'orientation emploi.
- Activités socio-culturelles.

Horaires: ouvert du lundi au vendredi de 9h00 à 12h15 et de 13h45 à 18h00. Fermé le mardi matin.

Transports : Métro Henri Fréville.",c18@assoarcs.com,02.99.51.32.25,https://centres-sociaux-rennais.org/centre-social-carrefour-18/,Se soigner,S'orienter,S'occuper de soi,,,,
1699,Oui,1/21/2021,Bains douches municipaux - Piscine Saint Georges,"2, rue Gambetta 35000 Rennes",Ouvert à tous. ,"Bain : 2 euros.
Douche : 1 euro.

Horaires : Lundi, Mardi, Mercredi, Jeudi, Vendredi : 9h-12h15.
Fermé Juillet et Août.

Transports : Bus C3, arrêt Place Pasteur",NA ,02 23 62 15 40,NA,S'occuper de soi,Douches,,,,,
,,1/14/2021,Chenil service,"  Le Petit Caleuvre
Route de Saint-Sulpice
35830 Betton",Tous publics.,"Fourrière animale. Les animaux errants ou abandonnés y sont gardés 8 jours avant d'être confiés à un refuge, une association de protection animale, la SPA ou euthanasiés. Les frais de fourrière sont à la charge des propriétaires.


Horaires: Lundi - Mardi - Mercredi - Jeudi - Vendredi, 9h-12h et 14h-18h, Samedi 9h-12h.

Transports : Bus 51, arrêt Housset.",NA ,02.99.60.92.22,NA,S'orienter,,,,,,
1709,,1/14/2021,Cimade,"12, rue du Nivernais 35000 Rennes",Personnes migrantes.,"Accueil et soutien aux migrants dans leurs démarches de régularisation (conseil juridique, accompagnement demandeurs d'asile, etc). Intervention dans les centres de rétention administrative.

Horaires :
Permanence téléphonique tous les jours .
Accueil sans rendez vous les 3 derniers jeudis du mois de 17h30-19h30.

Transports : Métro Villejean Université ou Kennedy.
",rennes@lacimade.org,06.37.17.71.10,NA,S'orienter,,,,,,
2740,Oui,1/16/2021,Cuisine partagée et Frigo Troc Au Ptit Blosneur,15 avenue de Pologne 35000 Rennes,  Tous publics.,"Issue de budget participatif, Comm'une cuisine est une cuisine partagée à prix libre qui permettra à chacun de mijoter de bons plats grâce à une mise à disposition de matériels de cuisine.  Frigo troc est un réfrigérateur ou garde manger en libre accès, dans un objectif de lutte contre le gaspillage alimentaire.

Horaires
Comm'une cuisine : Lundi, mardi, jeudi et vendredi :12h00-14h00, Mardi et mercredi : 18h00-21h00.
Frigo : Lundi, mardi,  jeudi, vendredi : 9h30 à 17h i.

L'association au petit Blosneur propose également des distributions alimentaires pour les habitants du Blosne au 15 avenue de Pologne, les Mercredis et vendredis : 10h30-12h30.

Transports : Bus 13 arrêt Hôpital Sud.





", frigotroc@gmail.com,"09 52 54 58 89, 07 68 37 03 71",http://www.auptitblosneur.fr/,Se nourrir,,,,,,
2740,Oui,1/16/2021,Épicerie sociale Soutien pour tous,"13 place Albert Bayet,  35200 Rennes",Ouverte uniquement sur prescription d'un travailleur social ou d'un CCAS.,"Horaires : Mardi, Mercredi, Jeudi, Vendredi : 9h30-15h, Samedi : 11h30-14h",Ibenelboushaki9@gmail.com,06.78.32.41.91,NA,Se nourrir,,,,,,
,Oui,1/16/2021,Epicerie solidaire DUM,15 rue Lobineau 35000 Rennes," Ouverte uniquement sur présentation d'un justificatif de revenus de minimas sociaux (carte Sortir, par exemple).","Horaires: Ouvert de 10h à 16h du mardi au samedi.
Transports : Bus 57 et C5 arrêt pont de Nantes.",epiceriesocialedum@gmail.com,07.67.67.31.95,NA,Se nourrir,,,,,,
,,1/14/2021,Les glaneurs Rennais,"Place des Lices, 35000 Rennes",  Tous publics.,"Collecte les invendus du marché des Lices pour récupération et consommation afin d'éviter le gaspillage et de permettre à chacun de se nourrir de produits frais.

Horaires: Samedi 12h-14h.

Transports: Métro Ste Anne.
",lesglaneursrennais@gmail.com,NA ,https://www.facebook.com/LesGlaneursRennais/,Se nourrir,,,,,,
,,1/14/2021,Frigo troc day by day,"32 rue Saint-Hélier
 35000 Rennes",  Tous publics.,"Toute personne peut déposer ou prendre des denrées alimentaires dans le Frigo solidaire.

Horaires : Du mardi au samedi de 10:00 à 13:30 et de 14:30 à 19:00
Transports : Bus ligne 11, C1 et C2 arret Liberté TNB et Métro Gare",frigotroc@gmail.com,02 99 85 83 17,https://frigotroc.fr/,Se nourrir,,,,,,
2740,,1/16/2021,Frigo Troc du Centre Social Villejean,42 cours Président John Fitzgerald Kennedy 35000 Rennes,  Tous publics.,"Toute personne peut déposer ou prendre des denrées alimentaires dans le Frigo solidaire.

Horaires : Lundi, Mardi, Mercredi, Jeudi : 09h00 -12h00 et 13h45-18h00, Vendredi : 09h00-12h00 et  13h45 -17:30.

Transports : Métro arrêt J.F Kennedy.

",frigotroc@gmail.com,02 99 85 83 17,https://frigotroc.fr/,Se nourrir,,,,,,
2740,,1/16/2021,Frigo Troc MJC Bréquigny,15 avenue Georges Graff 35000 Rennes,Tous publics.,"Toute personne peut déposer ou prendre des denrées alimentaires dans le Frigo solidaire.

Horaires : Ouvert de 10h à 18h du lundi au vendredi.

Transports : Bus C5 arrêt Lycée Bréquigny

",frigotroc@gmail.com,02 99 85 83 17,https://frigotroc.fr/,Se nourrir,,,,,,
6981,Oui,1/14/2021,Cœurs Résistants,"4 rue du bois Perrin, 35000 Rennes",Ouvert à tous - Pas de prescription sociale recquise.,"Village alimentaire : Lundi, Mardi, Mercredi, Jeudi, Samedi : 10h30-12h30 et 14h-16h30 (pas de prescription, pas de participation financière).

Maraudes aide-alimentaire itinérantes en centre-ville : Mardi, Vendredi, Samedi : 19h-23h.

Transports : Métro sainte Anne ou bus 31 arrêt Dinan.
",cœurs.resistants@gmail.com,06.35.28.58.62,https://coeursresistants.wixsite.com/asso,Se nourrir,,,,,,
,,1/14/2021,La Pause,"4, place Saint-Melaine 35000 Rennes",Personnes sans domicile.,"La pause est un endroit pour se rechauffer les soirs d'hivers.

Horaires : Du 1er novembre au 31 mars : Tous les soirs 19h - 20h.
Attention horaires variables à certaines périodes.

Transports : Métro Sainte Anne.",,02 99 67 38 44,,Se nourrir,S'occuper de soi,,,,,
2723,,1/14/2021,Le magasin gratuit de Rennes,"19, rue Legraverend 35000 Rennes",  Tous publics.,"Le magasin gratuit est toujours ouvert : les mercredis et samedis de 14h30 à 18h30 dans les locaux de l’association ""Et si on se parlait"".
",sourisverterennes@gmail.com,,https://www.facebook.com/magasingratuitderennes/,"Vêtements, matériel",,,,,,
8053,,1/14/2021,Hôtel Dieu Rennes,"Rue de l'Hôtel Dieu, 35000 Rennes",  Tous publics.,"Vous pouvez bénéficier de suspendus de boissons ainsi que d'escalade ! Vous pouvez aussi avoir accès aux douches, aux sanitaires et recharger votre portable. N'hésitez pas à y faire un tour.",NA,06.69.23.18.26,NA,Se nourrir,S'occuper de soi,Douches,Toilettes,,,
,,1/14/2021,Association Gamelles Pleines," 5 Rue du Maine, 35000 Rennes","Personnes sans domicile et situation de précarité, maîtres de chiens.","Association de lutte contre l'exclusion sociale des personnes maîtres de chiens sans ou avec faibles revenus et/ou sans domicile fixe.

Contact via : Le fourneau, CAO, Puzzle, CAARUD, We ker, Le Relais.

Maraude dans Rennes les mardis, jeudis et dimanches de 18h30 à 23h. Distribution de boissons chaudes et de croquettes pour animaux. ",rennes@gamellespleines.fr ,NA,https://www.gamellespleines.fr,"Vêtements, matériel",Se soigner,S'occuper de soi,,,,
1704,,1/14/2021,Boutique La Griffe Solidaire,"Rue Guillaume Lejean, 35000 Rennes","Personnes sans ou avec
de faibles revenus.","Pour se procurer des vêtements à bas coût, réduction de -50% sur présentation de la Carte Sortir !

Horaires : Lundi, Mardi : 14h-17h et samedi : 9h30-12h.

Transports: C3, 31, arrêt Jeanne d'Arc.",NA,"Tél. 02 99 54 11 01
Port. 06 74 42 53 87
",https://griffesolidaire.asso-web.com/,"Vêtements, matériel",,,,,,
1705,,1/14/2021,Objets Trouvés,Rue Jean Marie Huchet 35000 Rennes,  Tous publics.,"Service des objets trouvés de la ville de Rennes

Horaires : Lundi - Mardi - Mercredi Jeudi - Vendredi    8h - 17h30.

Transports : Bus C4, arrêt Plaine de Baud
",NA,02.23.62.18.72,NA,S'orienter,,,,,,
1714,Oui,1/14/2021,Les Restos du Cœur,"25, rue de la Donelière 35000 Rennes",Inscription sur dossier en fonction des ressources.,"Les Restos du Coeur est une organisation humanitaire qui propose plusieurs services :
- Paniers repas et habits
Horaires de la période de mi-Mars à fin Novembre: Mardi, Jeudi et Vendredi après-midi (02.99.33.23.93)

- Soins médicaux: Jeudi et Vendredi (toute l'année): 13h30 - 16h30.
- Vestiaire sur Rendez-Vous.

Transports : Bus C2, 12, 14, arrêt Donelière.
",ad35.siege@restosducoeur.org,02 99 23 70 30,https://ad35.restosducoeur.org/,Se nourrir,Se soigner,"Vêtements, matériel",,,,
1713,Oui,1/14/2021,Les Restos du Cœur,"118, rue de l'Alma 35000 Rennes",Inscription sur dossier en fonction des ressources.,"Les Restos du Coeur est une organisation humanitaire qui propose plusieurs services :
Paniers repas et habits
Horaires de la période de mi-Mars à fin Novembre : Mardi, Jeudi matin (02.23.30.58.28.50).

Horaires permanences à l'année :
Soins médicaux : Lundi, Mardi et Jeudi : 8h30-11h30
Se faire coiffer : Lundi, Mardi, Jeudi : 8h30-11h30
Aide juridique d'urgence : Mardi : 9h-11h

Transports : Métro Jacques Cartier ou Clemenceau",ad35.siege@restosducoeur.org,02 99 23 70 30,https://ad35.restosducoeur.org/,Se nourrir,Se soigner,S'occuper de soi,"Vêtements, matériel",S'orienter,,
1713,Oui,1/21/2021,Restos Bus - (Restos du Cœur),"Place de la communauté, 35000 Rennes",Personnes en situation de précarité et sans domicile.,"Les RestosBus sont présents les Lundis, Mardis et Vendredis soir : 19h-21h, distribution de plats chauds.",ad35.restosbus@restosducoeur.org,02 99 23 70 34,https://ad35.restosducoeur.org/centres-departementaux/restosbus/,Se nourrir,,,,,,
8080 - 1698,Oui ,1/14/2021,Secours Populaire,"14, rue des Veyettes 35000 Rennes",Inscription sur dossier en fonction des ressources.,"Le Secours Populaire est une organisation humanitaire qui propose plusieurs services :

Permanences téléphoniques au 02.99.53.31.41 ou par email au contact@spf35.org.

Pour toute demande d'aide (alimentaire, vestimentaire, démarches...) contactez le secours populaire par email ou téléphone.

Distribution alimentaire uniquement sur Rendez-vous (plusieurs sites selon le quartier d'habitation).

Le secours populaire accepte les nouvelles demandes, y compris venant de travailleurs sociaux.

Transports : Bus 11, arrêt Pré Garel.",contact@spf35.org,02.99.53.31.41,https://www.secourspopulaire.fr/35/,Se nourrir,Se réinsérer,"Vêtements, matériel",,,,
1696,oui,1/14/2021,Secours Catholique - Accueil de jour et bagagerie,"10, rue Louis Guilloux 35000 Rennes",Personnes en situation de précarité et sans domicile.,"
Le Secours Catholique est une association caritative qui propose plusieurs services :
- Accueil de jour : Du Lundi au Vendredi : 9h-11h. Accès aux douches, sanitaires et à la machine à laver. Boissons chaudes.
- Bagagerie : Du Lundi au Vendredi : 9h-11h. 1 euro lors du premier déport. Ne sont acceptés que les sacs valises et cartons.

Attention : Tous les services ne sont pas accessibles les jours fériés.

Transports : Bus C4, 53, arrêt Louis Guilloux
Circuit de maraude social tous les lundis de 19h à 22h de Place Hoche à la Gare. Distribution de collations chaudes. ",illeetvilaine@secours-catholique.org,02 99 54 11 01,http://illeetvilaine.secours-catholique.org/,S'occuper de soi,Douches,Se nourrir,Bagageries,Toilettes,Laver son linge,
6786,Oui,1/16/2021,Epicerie sociale Le P'tit Marché,146 B rue de Lorient 35000 Rennes,Sur prescription d'un travailleur social ou d'un CCAS,"Epicerie gérée par l'ASFAD pour les habitants des quartiers de Cleunay et Saint Cyr.

Actuellement fermée, réouverture en Juin 2021.

","ASFAS :  siege@asfad.fr

Epicerie : chantier.tiprop@asfad.fr","ASFAD : 02 99 59 60 01
Epicerie : 02.99.84.60.01",https://www.asfad.fr/,Se nourrir,,,,,,
,Oui,1/19/2021,Cleunay Amitié Solidarité,49 rue Jules Lallemand 35000 Rennes,"Sur prescription d'un travailleur social
ou d'un CCAS.."," Epicerie solidaire ouverte. Uniquement accessible sur recommandation d'un travailleur social ou d'un Ccas.

Ouverte tous les jeudis, Livraison à domicile.

Transports : Bus 9 et 13 arrêt De Lesseps.",c.serkis@yahoo.fr, 06 52 93 09 02,NA,Se nourrir,,,,,,
,Oui,1/19/2021,Ty Sol,"Square fernand Jacques,  35000 Rennes",Sur prescription d'un travailleur social ou d'un CCAS.,"Epicerie solidaire ouverte. Uniquement sur prescription d'un travailleur social ou d'un CCAS.
Ouverte les jeudis après-midi de 14h30 à 16h, sans accompagnement, passage rapide. Actuellement les nouveaux bénéficiaires ne sont pas acceptés.


",nathalie.gandubert@assoarcs.com,02 99 50 90 47,NA,Se nourrir,,,,,,
,Oui,1/19/2021,So'Ali,"36 Rue Jean Guéhenno
35700 Rennes", Sur prescription d'un travailleur social.,"Epicerie solidaire ouverte.  Uniquement sur prescription d'un trvailleur social.

Ouverte une fois par semaine : Lundi 14h-16h

Transports : Bus 9, 70 et C1 arrêt Fac de droit.",soali35000@gmail.com,06 27 12 07 76,NA,Se nourrir,,,,,,
2732,Oui ,1/20/2021,Société de Saint-Vincent-De-Paul d'Ille-Et-Vilaine,"18 Rue du Dr Francis Joly, 35000 Rennes",Personnes seules et/ou familles en difficulté.,"Dans L’ouest de la France, les bénévoles de la SSVP d’Ille-et-Vilaine accompagnent et visitent les personnes seules et/ou familles en difficulté sur leur lieu de vie pour leur apporter de l’aide dans tous les domaines.

Le local à Rennes est ouvert plusieurs jours par semaine (le mardi, mercredi et jeudi) pour permettre aux personnes de changer leur quotidien, d’être écoutées autour d’un café.

Maraudes les mardis, mercredis et jeudis matin de 8h à 12h dans le centre-ville de Rennes. Distribution de boissons chaudes. ",ille-et-vilaine@ssvp.fr,02.99.36.16.19,https://www.ssvp.fr/reseau/ssvp-de-l-ille-et-vilaine/presentation/,S'orienter,S'occuper de soi,,,,,
6785,Oui,1/14/2021,"Lieu d'accueil de Jour, Le Puzzle - SEA 35",Rue de la Barbotière 35000 Rennes,Personnes sans domicile,"
Le Puzzle est un accueil de jour dédié aux personnes adultes sans domicile qui propose plusieurs services :
- Douches (Gratuit).
- Laverie : 2 lave-linge - 2 sèche-linge (1 euro).
- Boissons Chaudes : café, Thé, Chocolat... (0,20€).
- Point-phone (à carte) en vente sur place.
- Espace chien (9 chiens accueillis au maximum).

Horaires : Mardi, Mercredi, Jeudi, Vendredi 9h-12h et 13h15-16h45 et Samedi, Dimanche 13h15-16h45

Le point santé du puzzle est ouvert sur les horaires du puzzle.

Transports : Bus C4, arrêt Paul Bert ",puzzle@sea35.org ,02 99 27 50 62,https://sea35.pagesperso-orange.fr/puzzle.htm,S'orienter,Laver son linge,Douches,Se soigner,,,
6792,Oui,1/21/2021,Accueil de jour Héol - (anciennement le 61),3 Avenue Monseigneur Mouezy 35000 Rennes ,"Familles, femmes et enfants en situation de précarité","L'Accueil de jour est ouvert de 12h30 à 17h du Lundi au Vendredi. Sanitaires, machines à laver
 sont en cours de travaux, donc non accessibles. (6 personnes maximums).",,02 23 46 71 96,NA,S'occuper de soi,,,,,,
