Id,Nom,Adresse,Description,Public,Website,Téléphone,Catégorie1,Catégorie2,Catégorie3,Catégorie4,Catégorie5,Catégorie6,Catégorie7
6890,La Cimade ,"33 rue Imbert-Colomès, 69001 Lyon","Accueil et accompagnement juridique et administratif 

Pas d'accueil en personne sans rendez-vous.  
Information par téléphone au 04 78 28 47 89, du lundi au vendredi, de 14h à 16h",Public étranger ou issu de l'immigration,,04 78 28 47 89,5,,,,,,
6892,Centre de Santé Associatif,"14, avenue Voltaire 69120 Vaulx en Velin ","Santé Commune est un centre de santé associatif ouvert à toutes et tous. 

Soins : consultations de médecine générale, soins infirmiers et éducation thérapeutique, consultation de sages-femmes
Accès aux soins : permanences sociales, accompagnement individuel et collectif, travail partenarial et de réseau - Avec et sans rendez-vous
Actions collectives et lien avec les habitants : Actions de prévention et d'éducation santé
Formations : Accueil de stagiaires; interventions en centre de formation, soirées thématiques
Horaires d'ouvertures : lundi, mercredi, jeudi, vendredi de 9h à 13h et de 13h30-20h
Le mardi de 12h à 20h. 

Pour consultation ou prendre un café, thé.... 


Dans une perspectives de réduction des inégalités sociales de santé et de justice sociale, il s'efforce de proposer une offre adaptée, aux ",Personnes en situation de précarité ,https://www.facebook.com/santecommune/,04 81 13 23 80,3,,,,,,
6985,Bagage'rue,47 rue Capitaine Robert Cluzan 69007,"Le service de bagagerie propose aux personnes qui ne savent pas où garder leurs affaires (effets personnels, bagages) de pouvoir accéder à un lieu sûr et de confiance pour garder celles-ci le temps d’une journée, d’une semaine, d’un mois ou plus…

- Le lundi de 7h à 8h30 et de 18h à 19h30
- Du mardi au vendredi de 18h à 19h30
- Le samedi et dimanche de 10h à 11h30",Personnes en situation de précarité ,http://bagagerue.org/,06 98 23 83 78 ou 07 55 64 92 96,63,6,,,,,
6986,PIMMS LYON ETAT-UNIS,14 rue des serpollieres 69008 Lyon,Association de proximité exerçant de la médiation sociale par l'accompagnement des publics sur les démarches administratives du quotidien.,,https://pimmslyonmetropole.com,,5,,,,,,
6987,PIMMS LYON MERMOZ,34 rue Narvik 69008 Lyon,Association de proximité exerçant de la médiation sociale par l'accompagnement des publics sur les démarches administratives du quotidien.,,https://pimmslyonmetropole.com,,5,,,,,,
6988,PIMMS LYON VAISE,5 Place Dumas de Loire 69009 Lyon,Association de proximité exerçant de la médiation sociale par l'accompagnement des publics sur les démarches administratives du quotidien.,,https://pimmslyonmetropole.com,,5,,,,,,
6989,PIMMS RILLIEUX-LA-PAPE,9 bis avenue de l'Europe 69140 Rillieux-la-Pape,Association de proximité exerçant de la médiation sociale par l'accompagnement des publics sur les démarches administratives du quotidien.,,https://pimmslyonmetropole.com,,5,,,,,,
6990,PIMMS BRON,58 rue Marcel Bramet 69500 Bron,Association de proximité exerçant de la médiation sociale par l'accompagnement des publics sur les démarches administratives du quotidien.,,https://pimmslyonmetropole.com,,5,,,,,,
6991,PIMMS VAULX-EN-VELIN,47 avenue Salengro 69120 Vaulx-en-Velin,Association de proximité exerçant de la médiation sociale par l'accompagnement des publics sur les démarches administratives du quotidien.,,https://pimmslyonmetropole.com,,5,,,,,,
6992,PIMMS VILLEURBANNE,37 rue du 8 Mai 1945 69100 Villeurbanne,Association de proximité exerçant de la médiation sociale par l'accompagnement des publics sur les démarches administratives du quotidien.,,https://pimmslyonmetropole.com,,5,,,,,,
6993,Réflexe Partage - Bus Partage,Place Jean Macé 69007 Lyon,"Le Bus du Partage est un lieu mobile qui va à la rencontre autant de ceux qui manquent de tout, que de ceux qui ont des "" trop""

Café, boissons chaudes et partage. Dons de vêtements et d'objects. Jeux de société. 

Le Bus du Partage propose des rendez-vous hebdomadaires fixes le mercredi de 10h à 12h et l'après midi de 14h à 16h30, Place Jean Macé. 

Ouvert à tous. Accueil inconditionnel. ",,https://www.reflexepartage.org,07 68 11 46 68,6,61,,,,,
6995,Escale Solidaire du 6 ," 78 rue Tronchet, 69006 LYON ","Une Permanence emploi tous les jeudis de 14H à 17H

Des ateliers variés (soins, beauté) à retrouver sur le site



",,https://escalesolidaire.fr/les-ateliers/,09 74 19 03 47,1,6,7,,,,
6998,Fraternité Lyon Centre,"Place Carnot, 69002 Lyon","Association de distribution de repas. 
Distribution tous les lundis soir à 19:00, place Carnot, à la sortie du métro, face au restaurant sainte Sophie.
Ouvert à tous. ",,,,1,,,,,,
7111,Aj2 Permanence Emploi,41 rue Smith 69002 Lyon,"Accompagnement personnalisé des demandeurs d'emplois (résidents Lyon 1- Lyon 2- Lyon 4)
Ouverture  au public sans RDV le lundi et mardi  9h/12h et le jeudi 14h/17h

Conseil: Venir en début de plage horaires, pour éviter l'attente",,https://aj2pe.fr,04 78 42 99 04,7,,,,,,
7124,Boite à lire," Place des Bouleaux, 69380 Lissieu",Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.,,,,6,62,,,,,
7193,Terre d'Ancrages,"90 Rue de Marseille, 69007 Lyon","Association Terre d'Ancrages qui propose de l'hébergement citoyen pour les personnes migrantes/réfugiées.

Permanences de l'association à la Maison des étudiants de la Métropole de Lyon, tous les 1er et 3ème lundi du mois de 18h30 à 19h45.

",,https://terredancrages.wordpress.com/,,2,,,,,,
7194,L'Arche de Noé,"5 Rue Felissent, 69007 Lyon","Lieu d’Accueil Enfants-Parents pour les tout petits accompagnés de leurs parents ou assistantes maternelles. 

Pour les enfants de 3 à 12 ans, accueils de loisirs extra-scolaires et périscolaires, ainsi qu’un accompagnement de la scolarité, avec l’appui de nombreux bénévoles. 
Pour les adolescents, sans inscription préalable, accès à l'Antirouille en fin de journée après le collège. 
Pour les adultes et familles, une permanence d'accompagnement social est proposée chaque semaine.",,https://www.armeedusalut.fr/etablissements/archedenoe,478582966,5,,,,,,
7238,Toilettes publiques,Avenue Andrei Sakarov 69009 Lyon,Toilettes publiques avec lavabo ,,,,40,,,,,,
7266,Maison de la Métropole pour les Solidarités Neyret,18 rue Neyret 69001 Lyon ,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. 
Premier accueil sans rendez-vous.

Horaires:
 Lundi, mercredi et jeudi : de 8h30 à 12h et de 13h30 à 17h
Mardi : de 13h à 17h
Vendredi : de 8h30 à 12h et de 13h30 à 16h30

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf
",,,04 28 67 14 00,5,,,,,,
7267,Maison de la Métropole pour les Solidarités Sainte-Hélène,9 rue Sainte-Hélène 69002 Lyon ,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf
",,,04 28 67 17 00,5,,,,,,
7268,Maison de la Métropole pour les Solidarités Corneille ,149 rue Corneille 69003 Lyon,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf
",,,04 26 83 94 00,5,,,,,,
7269,Maison de la Métropole pour les Solidarités Sainte-Anne,4 place Sainte-Anne 69003 Lyon ,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 78 54 36 90,5,,,,,,
7270,Maison de la Métropole pour les Solidarités Deleuvre,51 rue Deleuvre 69004 Lyon,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 28 67 22 10,5,,,,,,
7271,Maison de la Métropole pour les Solidarités Cleberg,5 bis rue Cléberg 69005 Lyon ,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf
",,,04 72 40 20 08,5,,,,,,
7272,Maison de la Métropole pour les Solidarités Foch,52 avenue Maréchal Foch 69006 Lyon,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 72 69 56 30,5,,,,,,
7273,Maison de la Métropole pour les Solidarités Bancel,40 rue Bancel 69007 Lyon,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 28 67 18 00,5,,,,,,
7274,Maison de la Métropole pour les Solidarités Félix Brun,45 rue Félix Brun 69007 Lyon,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 28 67 16 00,5,,,,,,
7275,Maison de la Métropole pour les Solidarités Madeleine,36 rue de la Madeleine 69007 Lyon,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 78 77 25 00,5,,,,,,
7276,Maison de la Métropole pour les Solidarités Bachut,15 bis avenue Jean Mermoz  69008 Lyon,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 28 67 18 20,5,,,,,,
7277,Maison de la Métropole pour les Solidarités Jean XXIII,60 boulevard Jean XXIII 69008 Lyon,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 78 78 84 40,5,,,,,,
7278,Maison de la Métropole pour les Solidarités Latarjet,1 place Latarjet 69008 Lyon,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 72 78 80 60,5,,,,,,
7279,Maison de la Métropole pour les Solidarités Bourgogne,15 rue de Bourgogne 69009 Lyon,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 26 83 96 00,5,,,,,,
7280,Maison de la Métropole pour les Solidarités Duchère,8 place Abbé Pierre 69009 Lyon,"Porte d'entrée pour toutes vos demandes d'accompagnement et de prestations sociales: domiciliation, RSA… pour le suivi des tout petits (PMI) et l'autonomie des seniors. Premier accueil sans rendez-vous.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 28 67 22 80,5,,,,,,
7281,Point accueil,66 rue Etienne Richerand 69003 Lyon,"Petit-déjeuner, douches et lessive accessibles. Aide et accompagnement social. 

Hommes seuls: le mardi matin de 9h00 à 12h00.
Femmes seules et familles: le lundi, mercredi et vendredi de 13h30 à 16h30.
Femme seules avec enfants: le jeudi de 13h30 à 17h00

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 78 53 88 77,6,5,42,43,63,1,
7283,Companio,3 rue Sala 69002 Lyon,"Point écoute pour les personnes sortant de prison.
Permanences d'accueil: lundi, mercredi de 14h30 à 17h ou sur rendez-vous en dehors de ces permanences

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 72 77 58 49 ou le 06 52 17 03 24 ou encore contact@companio.fr,5,,,,,,
7284,ADSL,"Marché couvert des Etats-Unis, Place du 8 mai 1945 69008 Lyon","Distributions en fixe avec service à table sur la place du 8 mai 1945 à Lyon 8ème de 20h à 21h30 tous les mercredis depuis début octobre et jusqu’à fin mai

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf
",,,,1,,,,,,
7285,Restaurants du cœur ,"207 avenue Marcel Mérieux 69007, Lyon ","Distribution de colis alimentaires et Accueil des personnes sans adresses 

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",Personnes sans adresse,,04 78 58 97 29,1,,,,,,
7286,Restaurants du cœur ,"143 bis avenue Sidoine Appolinaire 69009, Lyon ","Distribution de colis alimentaires.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf
",,,04 78 25 94 63,1,,,,,,
7287,Secours Populaire Français ,21 rue Galland 69007 Lyon,"Boutique de vêtements et jouets  
Aide alimentaire après étude de la situation et uniquement sur rendez-vous. 

Vestiaire sur rendez vous le lundi, le mardi, le mercredi et le jeudi de 13h30 à 16h30, puis le vendredi de 18h30 à 19h30 et le samedi de 9h30 à 12h30.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,04 72 77 87 77,1,61,,,,,
7288,Secours Populaire Français ,49 rue Denfert Rochereau 69004 Lyon ,"Vestiaire sur rendez-vous le lundi et le jeudi de 14h30 à 17h.

Vêtement et jouets (participation financière)

Aide alimentaire après étude de la situation et uniquement sur rendez-vous. 

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,04 78 27 07 29,1,61,,,,,
7289,Secours Populaire Français ,6 rue Maurice Bellemain 69005 Lyon ,"Vestiaire sur rendez-vous le lundi et le jeudi de 14h30 à 17h.

Vêtement et jouets (participation financière)

Aide alimentaire après étude de la situation et uniquement sur rendez-vous. 

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,04 78 40 87 92,1,61,,,,,
7291,Croix Rouge Française,30 rue Louis Loucheur 69009 Lyon ,"FERME DU 2 AU 20 AOUT 
Distribution alimentaire après étude de la situation 
- Mardi, mercredi et jeudi de 14h à 17h

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,04 82 53 88 48,1,,,,,,
7294,Croix Rouge Vesti-boutique,16 rue Paul Cazeneuve 69008 Lyon ,"Vestiaire sur rendez-vous. Mardi de 9h à 12h.
",,,09 72 54 21 50,6,61,,,,,
7299,La Boutique de l'Entraide,88 bis cours Gambetta 69007 Lyon,"Boutique ouverte à tous avec un tarif divisé par 2 sur le prix indiqué en boutique si orientation sociale

- Le mardi de 12h30 à 16h45
- Le mercredi de 10h à 12h et de 13h à 18h15
- Le jeudi de 12h30 à 16h45
- Le vendredi de 10h à 12h et de 13h à 16h45

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf
",,,04 72 72 92 08,6,61,,,,,
7300,Vestiaire d'urgence du Foyer Notre-Dame-des-Sans-Abri,82 rue Sébastien Gryphe 69007 Lyon ,"Du mardi au vendredi de 9h à 11h, sur orientation d'un travailleur social, avec une participation forfaitaire de 2 euros


Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,https://www.fndsa.org/bric-a-brac/vestiaire-durgence.html,04 37 28 55 46,6,61,,,,,
7301,Bric à brac - Croix Rousse (FNDSA),19 rue Pailleron 69004 Lyon,"Vêtements, chaussures, mobilier, loisirs, bibelots… à prix réduits 

Horaires d'ouverture :
Lundi, mercredi et jeudi de 14h30 à 17h30
Samedi de 9h30 à 12h

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,https://www.fndsa.org/bric-a-brac/bric-a-brac-lyon---croix-rousse.html,04 72 07 94 89,6,61,,,,,
7302,Bric à brac Foyer Notre-Dame-des-Sans-Abris,17 rue de Toulon 69007 Lyon,"Vêtements, chaussures, mobilier, loisirs, bibelots… à prix réduits 
- Le mardi de 14h30 à 17h30
- Le vendredi de 14h30 à 17h30

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 72 73 09 27,6,,,,,,
7303,Bric à brac - Vaise (FNDSA),21 rue Berjon 69009 Lyon,"Vêtements, chaussures, mobilier, loisirs, bibelots… à prix réduits 

Horaires d'ouverture : 
le lundi, mercredi et vendredi de 14h15 à 17h15 

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,https://www.fndsa.org/bric-a-brac/bric-a-brac-lyon-vaise.html,04 78 47 13 47,6,61,,,,,
7304,Bric à brac Emmaüs,283 rue de Créqui 69007 Lyon ,"Vêtements, meubles, objets, électroménager… à prix réduits
- Du mardi au samedi de 10h à 11h45 et de 13h30 à 17h45
FERMÉ LE JEUDI MATIN

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 78 78 10 90,6,61,,,,,
7305,"CSAPA du Griffon 
",7 place du Griffon 69001 Lyon ,"Accueil pour personnes souffrant d'addictions
Ouverture du centre tous les matins du lundi au vendredi de 9h30 à 13h (service infirmerie fermeture à 12h30).
- Le lundi de 14h à 18h 
-Le mardi de 14h à 16h
- Le jeudi de 17h30 à 19h

Consultation jeune consommateur sur rendez-vous le mercredi et le vendredi à partir de 14h.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",Public avec des addictions ,,04 72 10 13 13,5,,,,,,
7306,Centre d'accueil et d'Orientation - LE MAS ,24 rue du Colombier 69007 Lyon ,"Accueil, domiciliations
Permanences et retrait du courrier sans RDV le lundi, mardi et vendredi de 9h à 11h30

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",Personnes âgées + de 25 ans.,,04 78 58 38 86,5,,,,,,
7307,Association CABIRIA,5 quai André Lassagne 69001 Lyon ,"Domiciliations, accueil pour les personnes travailleur/euse du sexe,
- Sans rendez-vous le lundi de 15h à 19h
- Sur rendez-vous du lundi au vendredi de 10h à 17h
- Dépistage tous les 2ème jeudi du mois
- Dépistage rapide sur les temps de maraudes et traitement des urgences (non-médicales: ex: rupture de moyen de protections)
- Maraudes le mardi, mercredi et jeudi durant la nuit
- Maraudes tous les jours de la semaine (Lyon et Métropole)

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",Pour les personnes prostituées,,04 78 30 02 65,5,,,,,,
7309,"Hôpital d'insctruction des armées Desgenettes 
A SUPPRIMER N'EXISTE PLUS",108 boulevard Pinel 69003 Lyon ,"Service d'urgences 24h/25

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,04 72 36 60 00,3,,,,,,
7310,Bus Médecins du Monde ,Place Carnot 69002 Lyon ,"Lieu d'écoute, d'orientation et conseils en prévention
Mardi et jeudi de 19h à 22h 

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,,3,,,,,,
7312,Centre de planification et d'éducation familiale,15 rue de Bourgogne 69009 Lyon,"Accessible à tous
Contraception, pilule d'urgence, dépistage et traitement des infections sexuellement transmissibles (VIH...), diagnostic et accompagnement de grossesse, orientation pour une interruption volontaire de grossesse, conseils et échanges sur la vie de couple.

Du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h. 

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 37 50 24 59,3,,,,,,
7313,Comité Départemental d'Hygiène Sociale,2 rue de Marseille 69007 Lyon ,"Vaccinations - Dépistage et traitement de la tuberculose - BCG

Ouvert du lundi au vendredi de 8h30 à 19h

Aide au sevrage tabagique

Accueil tout public, avec ou sans couverture maladie

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 72 73 12 76,3,,,,,,
7314,Service de consultations et de traitements dentaires ,6 place Depéret 69007 Lyon ,"Soins dentaires avec couverture maladie
Possibilité de prendre RDV en ligne: www.chu-lyon.fr

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,www.chu-lyon.fr,04 27 85 40 00,3,,,,,,
7315,Centre de santé dentaire,10 rue de Sévigné 69003 Lyon,"Soins dentaires du lundi au vendredi de 8h à 18h (avec couverture médicale)

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 78 14 14 06,3,,,,,,
7316,Centre de santé dentaire (CPAM),14 rue de la Solidarité 69008 Lyon ,"

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 78 00 00 39,3,,,,,,
7317,PASS Soins dentaires,5 place d'Arsonval 69003 Lyon,"Hôpital Edouard Herriot pavillon A
Entretien social, consultations et soins pour les personnes ayant été orientées par de professionnels de la PASS ou urgence ou par assistant(e) social(e) dentaire
- Du lundi au vendredi de 9h à 16h et le samedi de 8h45 à 11h

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,04 72 11 02 15,3,,,,,,
7318,Bus de réduction des risques,Rue Joseph Serlin 69001 Lyon,"Programme d'échange de kits de seringue 
Dimanche de 18h à 19h30

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",Usagers de drogues,,06 30 52 02 96,3,,,,,,
7319,Bus de réduction des risques A SUPPRIMER N'EXISTE PLUS,Rue de Cuire 69004 Lyon ,"Programme d'échange de kits de seringue 
Dimanche de 19h à 19h50

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdff",Usagers de drogues,,,3,,,,,,
7320,Bus de réduction des risques A SUPPRIMER N'EXISTE PLUS,Place de Paris 69009 Lyon ,"Programme d'échange de kits de seringue 
Dimanche de 20h à 20h50

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",Usagers de drogues,,,3,,,,,,
7321,Dispensaire SPA,62 rue Saint Maximin 69003 Lyon ,"Si j'ai besoin d'aide pour mon animal
Accueil sur rendez-vous

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 78 52 61 17,6,,,,,,
7323,Borne fontaine,"10 Rue de Vauzelles, 69001 Lyon, France","en haut du parc

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7324,Borne fontaine,"9 Rue Alsace Lorraine, 69001 Lyon, France","108-Vers aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7325,Borne fontaine,"18 Rue Bodin, 69001 Lyon, France","113-Dans aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7326,Borne fontaine,"23 Place des Terreaux, 69001 Lyon, France","Jardin St Pierre-105-A gauche de l'entree

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7327,Borne fontaine,"96 Boulevard de la Croix-Rousse, 69001 Lyon, France","110-Sur Bd

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
